Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income
E14 0ED,Yes,51.51151,-0.011933,538057,181049,TQ380810,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",46,18,"Greater London","Tower Hamlets","Tower Hamlets 020C","Urban major conurbation",London,8,2,E01004247,,E02000883,"Tower Hamlets 020",E43000220,E00167136,E14000882,3824,1,0,2020-02-19,"All Saints",0.124368,E,E14,"Metropolitan Police","Thames Water",9C3XGX6Q+J6,41700
E14 0EF,Yes,51.511399,-0.012902,537990,181035,TQ379810,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2003-11-01,,"Tower Hamlets, unparished area","",171,81,"Greater London","Tower Hamlets","Tower Hamlets 020C","Urban major conurbation",London,8,2,E01004247,,E02000883,"Tower Hamlets 020",E43000220,E00167231,E14000882,3824,1,0,2020-02-19,"All Saints",0.104238,E,E14,"Metropolitan Police","Thames Water",9C3XGX6P+HR,41700
E14 0EG,Yes,51.511523,-0.010059,538187,181054,TQ381810,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",76,37,"Greater London","Tower Hamlets","Tower Hamlets 020C","Urban major conurbation",London,7,2,E01004247,,E02000883,"Tower Hamlets 020",E43000220,E00021378,E14000882,3824,1,0,2020-02-19,"All Saints",0.212132,E,E14,"Metropolitan Police","Thames Water",9C3XGX6Q+JX,41700
E14 0EH,Yes,51.511033,-0.013496,537950,180993,TQ379809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024D","Urban major conurbation",London,7,2,E01004257,,E02000887,"Tower Hamlets 024",E43000220,E00021410,E14000882,6674,1,0,2020-02-19,"All Saints",0.0862989,E,E14,"Metropolitan Police","Thames Water",9C3XGX6P+CJ,47600
E14 0EL,Yes,51.510753,-0.010869,538133,180967,TQ381809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,8,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00021236,E14000882,6380,1,0,2020-02-19,"All Saints",0.125248,E,E14,"Metropolitan Police","Thames Water",9C3XGX6Q+8M,68500
E14 0EN,Yes,51.510281,-0.007993,538334,180920,TQ383809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",23,9,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,5,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167181,E14000882,6380,1,0,2020-02-19,"Blackwall",0.277184,E,E14,"Metropolitan Police","Thames Water",9C3XGX6R+4R,68500
E14 0ER,Yes,51.511006,-0.009345,538238,180998,TQ382809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",43,7,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,5,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167181,E14000882,6380,1,0,2020-02-19,"All Saints",0.234324,E,E14,"Metropolitan Police","Thames Water",9C3XGX6R+C7,68500
E14 0ES,Yes,51.509795,-0.010594,538155,180861,TQ381808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",51,17,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,6,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167143,E14000882,6380,1,0,2020-02-19,"All Saints",0.15959,E,E14,"Metropolitan Police","Thames Water",9C3XGX5Q+WQ,68500
E14 0ET,Yes,51.509355,-0.011146,538118,180811,TQ381808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",51,15,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,5,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167143,E14000882,6380,1,0,2020-02-19,"All Saints",0.161254,E,E14,"Metropolitan Police","Thames Water",9C3XGX5Q+PG,68500
E14 0EU,Yes,51.509241,-0.010243,538181,180800,TQ381808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",39,20,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,6,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167143,E14000882,6380,1,0,2020-02-19,"All Saints",0.214468,E,E14,"Metropolitan Police","Thames Water",9C3XGX5Q+MW,68500
E14 0EW,Yes,51.510688,-0.008034,538330,180965,TQ383809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",11,5,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,5,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167181,E14000882,6380,1,0,2020-02-19,"All Saints",0.318361,E,E14,"Metropolitan Police","Thames Water",9C3XGX6R+7Q,68500
E14 0EX,Yes,51.509726,-0.011317,538105,180852,TQ381808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",46,17,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,6,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167143,E14000882,6380,1,0,2020-02-19,"All Saints",0.123062,E,E14,"Metropolitan Police","Thames Water",9C3XGX5Q+VF,68500
E14 0EY,Yes,51.510477,-0.012625,538012,180933,TQ380809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",6,3,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,7,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00021236,E14000882,6380,1,0,2020-02-19,"All Saints",0,E,E14,"Metropolitan Police","Thames Water",9C3XGX6P+5X,68500
E14 0EZ,Yes,51.509556,-0.011858,538068,180832,TQ380808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",49,20,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,6,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00021236,E14000882,6380,1,0,2020-02-19,"All Saints",0.11526,E,E14,"Metropolitan Police","Thames Water",9C3XGX5Q+R7,68500
E14 0FA,Yes,51.516141,-0.002995,538663,181581,TQ386815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2014-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,3,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021370,E14000882,2763,1,0,2020-02-19,"Star Lane",0.702044,E,E14,"Metropolitan Police","Thames Water",9C3XGX8W+FR,45000
E14 0FB,Yes,51.514921,0.001563,538983,181454,TQ389814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2010-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,3,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021391,E14000882,2763,1,0,2020-02-19,"Canning Town",0.480662,E,E14,"Metropolitan Police","Thames Water",9F32G272+XJ,45000
E14 0FD,Yes,51.514379,0.001684,538993,181394,TQ389813,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2011-05-01,,"Tower Hamlets, unparished area","",3,2,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,3,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021391,E14000882,2763,1,0,2020-02-19,"Canning Town",0.461378,E,E14,"Metropolitan Police","Thames Water",9F32G272+QM,45000
E14 0FE,Yes,51.514537,0.001921,539009,181412,TQ390814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2010-12-01,,"Tower Hamlets, unparished area","",8,5,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,3,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021391,E14000882,2763,1,0,2020-02-19,"Canning Town",0.447684,E,E14,"Metropolitan Police","Thames Water",9F32G272+RQ,45000
E14 0FF,Yes,51.514755,0.001816,539001,181436,TQ390814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2011-05-01,,"Tower Hamlets, unparished area","",3,2,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,3,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021391,E14000882,2763,1,0,2020-02-19,"Canning Town",0.459414,E,E14,"Metropolitan Police","Thames Water",9F32G272+WP,45000
E14 0FG,Yes,51.508256,0.008462,539482,180726,TQ394807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2012-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Newham","Tower Hamlets 028G","Urban major conurbation",London,5,3,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"Canning Town",0.623953,E,E14,"Metropolitan Police","Thames Water",9F32G255+89,68500
E14 0FH,Yes,51.508492,0.008862,539509,180753,TQ395807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2012-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Newham","Tower Hamlets 028G","Urban major conurbation",London,6,3,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"Canning Town",0.598873,E,E14,"Metropolitan Police","Thames Water",9F32G255+9G,68500
E14 0FJ,Yes,51.507839,0.008674,539498,180680,TQ394806,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2012-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Newham","Tower Hamlets 028G","Urban major conurbation",London,5,3,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"Royal Victoria",0.656661,E,E14,"Metropolitan Police","Thames Water",9F32G255+4F,68500
E14 0FL,Yes,51.507821,0.008126,539460,180677,TQ394806,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2012-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Newham","Tower Hamlets 028G","Urban major conurbation",London,4,3,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"Canning Town",0.672312,E,E14,"Metropolitan Police","Thames Water",9F32G255+47,68500
E14 0FN,Yes,51.508164,0.008055,539454,180715,TQ394807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2012-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Newham","Tower Hamlets 028G","Urban major conurbation",London,4,3,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"Canning Town",0.634319,E,E14,"Metropolitan Police","Thames Water",9F32G255+76,68500
E14 0FP,Yes,51.507825,0.007447,539413,180676,TQ394806,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2012-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Newham","Tower Hamlets 028G","Urban major conurbation",London,3,3,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"Canning Town",0.674372,E,E14,"Metropolitan Police","Thames Water",9F32G254+4X,68500
E14 0FQ,Yes,51.51038,-0.010022,538193,180927,TQ381809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,6,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167144,E14000882,6380,1,0,2020-02-19,"All Saints",0.180332,E,E14,"Metropolitan Police","Thames Water",9C3XGX6Q+5X,68500
E14 0FR,Yes,51.508175,0.00752,539417,180715,TQ394807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2012-03-01,,"Tower Hamlets, unparished area","",,,"Greater London","Newham","Tower Hamlets 028G","Urban major conurbation",London,5,3,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"Canning Town",0.635188,E,E14,"Metropolitan Police","Thames Water",9F32G255+72,68500
E14 0FS,Yes,51.513697,-0.013177,537964,181290,TQ379812,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2013-07-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020C","Urban major conurbation",London,6,2,E01004247,,E02000883,"Tower Hamlets 020",E43000220,E00021366,E14000882,3824,1,0,2020-02-19,"All Saints",0.359846,E,E14,"Metropolitan Police","Thames Water",9C3XGX7P+FP,41700
E14 0FT,Yes,51.509525,-0.021198,537420,180811,TQ374808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2012-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024C","Urban major conurbation",London,6,2,E01004256,,E02000887,"Tower Hamlets 024",E43000220,E00021417,E14000882,5676,1,0,2020-02-19,"West India Quay",0.30989,E,E14,"Metropolitan Police","Thames Water",9C3XGX5H+RG,47600
E14 0FU,Yes,51.510646,-0.020906,537437,180936,TQ374809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2015-11-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024D","Urban major conurbation",London,8,2,E01004257,,E02000887,"Tower Hamlets 024",E43000220,E00021400,E14000882,6674,1,0,2020-02-19,"Westferry",0.391022,E,E14,"Metropolitan Police","Thames Water",9C3XGX6H+7J,47600
E14 0FX,Yes,51.51092,-0.010141,538183,180987,TQ381809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,7,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00021236,E14000882,6380,1,0,2020-02-19,"All Saints",0.178696,E,E14,"Metropolitan Police","Thames Water",9C3XGX6Q+9W,68500
E14 0FY,Yes,51.50907,-0.015049,537848,180772,TQ378807,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2014-07-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024D","Urban major conurbation",London,8,2,E01004257,,E02000887,"Tower Hamlets 024",E43000220,E00021400,E14000882,6674,1,0,2020-02-19,"Poplar",0.225453,E,E14,"Metropolitan Police","Thames Water",9C3XGX5M+JX,47600
E14 0FZ,Yes,51.510913,-0.010114,538185,180986,TQ381809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,6,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00021236,E14000882,6380,1,0,2020-02-19,"All Saints",0.180281,E,E14,"Metropolitan Police","Thames Water",9C3XGX6Q+9X,68500
E14 0GA,Yes,51.515659,-0.006389,538429,181521,TQ384815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2002-11-01,,"Tower Hamlets, unparished area","",1,1,"Greater London","Tower Hamlets","Tower Hamlets 018D","Urban major conurbation",London,5,2,E01004249,,E02000881,"Tower Hamlets 018",E43000220,E00167234,E14000882,3447,1,0,2020-02-19,"Langdon Park",0.707658,E,E14,"Metropolitan Police","Thames Water",9C3XGX8V+7C,45000
E14 0GB,Yes,51.510478,-0.010031,538192,180938,TQ381809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028B","Urban major conurbation",London,6,2,E01004219,,E02000891,"Tower Hamlets 028",E43000220,E00167144,E14000882,6380,1,0,2020-02-19,"All Saints",0.179388,E,E14,"Metropolitan Police","Thames Water",9C3XGX6Q+5X,68500
E14 0GD,Yes,51.513559,-0.000845,538820,181298,TQ388812,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,4,2,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021369,E14000882,2763,1,0,2020-02-19,"East India",0.551885,E,E14,"Metropolitan Police","Thames Water",9C3XGX7X+CM,45000
E14 0GE,Yes,51.513672,-0.001129,538800,181310,TQ387813,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,2,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021369,E14000882,2763,1,0,2020-02-19,"East India",0.560875,E,E14,"Metropolitan Police","Thames Water",9C3XGX7X+FG,45000
E14 0GG,Yes,51.513314,-0.002212,538726,181268,TQ387812,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2017-05-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,6,2,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021369,E14000882,2763,1,0,2020-02-19,"East India",0.514601,E,E14,"Metropolitan Police","Thames Water",9C3XGX7X+84,45000
E14 0GH,Yes,51.513081,-0.000751,538828,181245,TQ388812,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,2,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021370,E14000882,2763,1,0,2020-02-19,"East India",0.501264,E,E14,"Metropolitan Police","Thames Water",9C3XGX7X+6M,45000
E14 0GJ,Yes,51.513253,-0.001812,538754,181262,TQ387812,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-09-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,2,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021369,E14000882,2763,1,0,2020-02-19,"East India",0.509173,E,E14,"Metropolitan Police","Thames Water",9C3XGX7X+87,45000
E14 0GL,Yes,51.512898,-0.001609,538769,181223,TQ387812,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018A","Urban major conurbation",London,5,2,E01004245,,E02000881,"Tower Hamlets 018",E43000220,E00021369,E14000882,2763,1,0,2020-02-19,"East India",0.47121,E,E14,"Metropolitan Police","Thames Water",9C3XGX7X+59,45000
